epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.60927,1.29282,3.95323,1.34674,0.65345,0.63333,0.61861,0.42155,1.55524,1.49556,1.2844,0,0,0
